Product ID*;"Attribute (Name:Type:Position)*	Value (Value:Position)*";Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
191516;Color:color:0;Marron:0;00009000000012;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/6/0/8/4608.jpg;;;;;
191516;Color:color:0;Gris:0;00009000000013;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/6/0/4/4604.jpg;;;;;
191517;Color:color:0;Gris:0;00009000000014;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/4/2/4/4424.jpg;;;;;
191517;Color:color:0;Marron:0;00009000000015;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/4/2/8/4428.jpg;;;;;
193584;Color:color:0;Negro:0;00026001000018;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/2/5/4/7/9/25479.jpg;;;;;
193584;Color:color:0;Blanco:0;00026001000019;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/2/5/4/7/7/25477.jpg;;;;;
194599;Color:color:0;Negro:0;00026000000512;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/3/9/3/3393.jpg;;;;;
194599;Color:color:0;Blanco:0;00026000000515;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/3/3/9/6/3396.jpg;;;;;
194600;Color:color:0;Negro:0;00026000000513;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/3/9/9/3399.jpg;;;;;
194600;Color:color:0;Blanco:0;00026000000516;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/3/4/0/3/3403.jpg;;;;;
194601;Color:color:0;Negro:0;00026000000514;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/5/4/5/3545.jpg;;;;;
194601;Color:color:0;Blanco:0;00026000000517;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/3/5/4/9/3549.jpg;;;;;
189242;Color:color:0;Gris:0;00089002000007;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/3/9/1/7/3917.jpg;;;;;
189242;Color:color:0;Beige:0;00089002000010;;;;;;;;;;;9;http://promosillas.com/tiendaonline/img/p/3/9/2/0/3920.jpg;;;;;
189242;Color:color:0;Blanco:0;00089002000006;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/3/9/1/3/3913.jpg;;;;;
189243;Color:color:0;:0;00089002000009;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/3/9/8/7/3987.jpg;;;;;
189243;Color:color:0;:0;00089002000008;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/9/8/4/3984.jpg;;;;;
191430;Color:color:0;Negro:0;00026000000350;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/4/1/2/6/4126.jpg;;;;;
191430;Color:color:0;Negro:0;00026000000351;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/4/1/3/0/4130.jpg;;;;;
191430;Color:color:0;Negro:0;00026000000352;;;;;;;;;;;11;http://promosillas.com/tiendaonline/img/p/4/1/3/5/4135.jpg;;;;;
191433;Color:color:0;Negro:0;00026000000353;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/0/9/5/4095.jpg;;;;;
191433;Color:color:0;Negro:0;00026000000354;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/0/9/9/4099.jpg;;;;;
191433;Color:color:0;Negro:0;00026000000355;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/1/0/4/4104.jpg;;;;;
191433;Color:color:0;Negro:0;00026000000356;;;;;;;;;;;15;http://promosillas.com/tiendaonline/img/p/4/1/0/9/4109.jpg;;;;;
191433;Color:color:0;Negro:0;00026000000357;;;;;;;;;;;20;http://promosillas.com/tiendaonline/img/p/4/1/1/4/4114.jpg;;;;;
179691;Color:color:0;Negro:0;00026100000000;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/4/0/0/6/4006.jpg;;;;;
179691;Color:color:0;Azul:0;00026100000001;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/4/0/1/0/4010.jpg;;;;;
179691;Color:color:0;Gris:0;00026100000002;;;;;;;;;;;11;http://promosillas.com/tiendaonline/img/p/4/0/1/5/4015.jpg;;;;;
179691;Color:color:0;Rojo:0;00026100000003;;;;;;;;;;;16;http://promosillas.com/tiendaonline/img/p/4/0/2/0/4020.jpg;;;;;
179691;Color:color:0;Verde:0;00026100000004;;;;;;;;;;;21;http://promosillas.com/tiendaonline/img/p/4/0/2/5/4025.jpg;;;;;
179691;Color:color:0;Naranja:0;00026100000114;;;;;;;;;;;29;http://promosillas.com/tiendaonline/img/p/4/0/3/5/4035.jpg;;;;;
194608;Color:color:0;Negro:0;00026000000518;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/9/9/1/3991.jpg;;;;;
194608;Color:color:0;Blanco:0;00026000000519;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/3/9/9/5/3995.jpg;;;;;
194608;Color:color:0;Gris:0;00026000000520;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/0/0/0/4000.jpg;;;;;
194593;Color:color:0;Negro:0;00026000000508;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/2/9/9/4299.jpg;;;;;
194593;Color:color:0;Gris:0;00026000000506;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/2/9/5/4295.jpg;;;;;
194593;Color:color:0;Rojo:0;00026000000509;;;;;;;;;;;15;http://promosillas.com/tiendaonline/img/p/4/3/0/9/4309.jpg;;;;;
194593;Color:color:0;Verde:0;00026000000511;;;;;;;;;;;25;http://promosillas.com/tiendaonline/img/p/4/3/1/9/4319.jpg;;;;;
194593;Color:color:0;:0;00026000000510;;;;;;;;;;;20;http://promosillas.com/tiendaonline/img/p/4/3/1/4/4314.jpg;;;;;
194593;Color:color:0;Azul:0;00026000000507;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/3/0/4/4304.jpg;;;;;
